date,stock,action,amount,price,value
2025-03-20,SZ300759,SELL,1749.3342832667356,9.607721328735352,16807.116304429786
2025-03-20,SZ002812,BUY,1769.121965246512,8.636757850646973,15279.478022094812
2025-03-20,SZ002007,BUY,65.94635290188208,215.93109130859375,14239.867949925047
2025-03-21,SH603806,BUY,5665.351099136096,2.674104928970337,15149.743298547352
2025-03-21,SH600809,SELL,175.4948035442094,73.12732696533203,12833.465879494112
2025-03-21,SZ300502,BUY,3509.0972900849824,3.9186129570007324,13750.79410830317
2025-03-21,SZ002007,SELL,65.94635290188208,215.93109130859375,14239.867949925047
2025-03-24,SH601628,BUY,10939.689790524379,1.2453901767730713,13624.18220206372
2025-03-24,SZ002241,SELL,435.68321716396207,32.741512298583984,14264.9274130605
2025-03-24,SH601788,BUY,14156.464238190007,0.9844054579734802,13935.700661680628
2025-03-24,SZ000807,SELL,871.7480142673811,14.77657413482666,12881.449159709886
2025-03-25,SH603806,SELL,5665.351099136096,2.6708128452301025,15131.092488311166
2025-03-25,SZ002601,BUY,6237.499374460305,2.20454478263855,13750.846702677683
2025-03-25,SZ300502,SELL,3509.0972900849824,3.8490943908691406,13506.846696280207
2025-03-26,SH600918,BUY,5342.417783316634,2.6006338596343994,13893.672579606191
2025-03-26,SZ300394,SELL,2254.987624998273,5.835682392120361,13159.391577651735
2025-03-26,SH601066,BUY,2812.927384485848,4.826719760894775,13577.2121926599
2025-03-26,SZ002812,SELL,1769.121965246512,8.139998435974121,14400.650030154071
2025-03-26,SH600415,BUY,72.07265864093483,190.3914794921875,13722.020109582974
2025-03-27,SH600584,BUY,1196.5051753085545,12.345213890075684,14771.112309766608
2025-03-27,SH600918,SELL,5342.417783316634,2.6006338596343994,13893.672579606191
2025-03-27,SZ300408,SELL,5342.565865801124,2.7825968265533447,14866.206823830431
2025-03-27,SH603392,BUY,845.3495950241422,16.50634765625,13953.634306538637
2025-03-28,SZ000596,BUY,303.8633924296751,51.602272033691406,15680.041437236421
2025-03-28,SZ000768,BUY,1690.038863974406,9.477408409118652,16017.18854116837
2025-03-28,SH601689,SELL,4300.784976120167,4.240853309631348,18238.998199991987
2025-03-28,SH600415,SELL,72.07265864093483,192.50360107421875,13874.246327372864
2025-03-31,SH600584,SELL,1196.5051753085545,12.793094635009766,15307.003939001288
2025-03-31,SH601788,SELL,14156.464238190007,1.038702368736267,14704.352937138216
2025-03-31,SZ300394,BUY,2586.084561788964,5.529502868652344,14299.762002989615
2025-03-31,SH600893,BUY,962.1621993420529,16.082386016845703,15473.863900636139
2025-04-01,SZ000786,BUY,645.1839893616313,22.837610244750977,14734.460485194497
2025-04-01,SH603392,SELL,845.3495950241422,17.345237731933594,14662.789692287535
2025-04-01,SZ300394,SELL,2586.084561788964,5.529502868652344,14299.762002989615
2025-04-01,SZ002241,BUY,433.54610283080655,32.60369110107422,14135.203214770176
2025-04-02,SH601628,SELL,10939.689790524379,1.4413012266159058,15767.388313880288
2025-04-02,SH603392,BUY,922.6279827300291,16.626983642578125,15340.520377037046
2025-04-02,SZ300122,BUY,947.3692456240277,16.105112075805664,15257.48787794643
2025-04-02,SH600893,SELL,962.1621993420529,14.95818042755127,14392.195778327978
2025-04-03,SH601888,BUY,516.7420641788625,26.751558303833008,13823.655457923858
2025-04-03,SH601628,BUY,9796.733848214932,1.4079145193099976,13792.963826717509
2025-04-03,SH601066,SELL,2812.927384485848,4.660160064697266,13108.69186207428
2025-04-03,SZ000661,SELL,215.48798250407188,57.70659637451172,12435.07802992032
2025-04-07,SH603806,BUY,5840.488457157312,2.4732728004455566,14445.121242403413
2025-04-07,SH601888,SELL,516.7420641788625,26.751558303833008,13823.655457923858
2025-04-07,SH603392,SELL,922.6279827300291,16.789682388305664,15490.630792600352
2025-04-07,SZ002459,BUY,17132.467364263386,0.8524723052978516,14604.953949453815
